County,Year,Quarter,Medication_Assisted_Treatment,beneficiaries,status,annotation,annotation_description,Date_of_Data
Santa Clara,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Clara,2010,Q3,Buprenorphine,13,F,,,5/4/2023
Santa Clara,2010,Q4,Buprenorphine,13,F,,,5/4/2023
Santa Clara,2011,Q1,Buprenorphine,14,F,,,5/4/2023
Santa Clara,2011,Q2,Buprenorphine,18,F,,,5/4/2023
Santa Clara,2011,Q3,Buprenorphine,21,F,,,5/4/2023
Santa Clara,2011,Q4,Buprenorphine,24,F,,,5/4/2023
Santa Clara,2012,Q1,Buprenorphine,24,F,,,5/4/2023
Santa Clara,2012,Q2,Buprenorphine,22,F,,,5/4/2023
Santa Clara,2012,Q3,Buprenorphine,21,F,,,5/4/2023
Santa Clara,2012,Q4,Buprenorphine,17,F,,,5/4/2023
Santa Clara,2013,Q1,Buprenorphine,21,F,,,5/4/2023
Santa Clara,2013,Q2,Buprenorphine,23,F,,,5/4/2023
Santa Clara,2013,Q3,Buprenorphine,20,F,,,5/4/2023
Santa Clara,2013,Q4,Buprenorphine,20,F,,,5/4/2023
Santa Clara,2014,Q1,Buprenorphine,52,F,,,5/4/2023
Santa Clara,2014,Q2,Buprenorphine,66,F,,,5/4/2023
Santa Clara,2014,Q3,Buprenorphine,89,F,,,5/4/2023
Santa Clara,2014,Q4,Buprenorphine,104,F,,,5/4/2023
Santa Clara,2015,Q1,Buprenorphine,120,F,,,5/4/2023
Santa Clara,2015,Q2,Buprenorphine,131,F,,,5/4/2023
Santa Clara,2015,Q3,Buprenorphine,166,F,,,5/4/2023
Santa Clara,2015,Q4,Buprenorphine,186,F,,,5/4/2023
Santa Clara,2016,Q1,Buprenorphine,185,F,,,5/4/2023
Santa Clara,2016,Q2,Buprenorphine,217,F,,,5/4/2023
Santa Clara,2016,Q3,Buprenorphine,195,F,,,5/4/2023
Santa Clara,2016,Q4,Buprenorphine,213,F,,,5/4/2023
Santa Clara,2017,Q1,Buprenorphine,205,F,,,5/4/2023
Santa Clara,2017,Q2,Buprenorphine,228,F,,,5/4/2023
Santa Clara,2017,Q3,Buprenorphine,258,F,,,5/4/2023
Santa Clara,2017,Q4,Buprenorphine,302,F,,,5/4/2023
Santa Clara,2018,Q1,Buprenorphine,363,F,,,5/4/2023
Santa Clara,2018,Q2,Buprenorphine,362,F,,,5/4/2023
Santa Clara,2018,Q3,Buprenorphine,404,F,,,5/4/2023
Santa Clara,2018,Q4,Buprenorphine,422,F,,,5/4/2023
Santa Clara,2019,Q1,Buprenorphine,448,F,,,5/4/2023
Santa Clara,2019,Q2,Buprenorphine,459,F,,,5/4/2023
Santa Clara,2019,Q3,Buprenorphine,483,F,,,5/4/2023
Santa Clara,2019,Q4,Buprenorphine,516,F,,,5/4/2023
Santa Clara,2020,Q1,Buprenorphine,533,F,,,5/4/2023
Santa Clara,2020,Q2,Buprenorphine,545,F,,,5/4/2023
Santa Clara,2020,Q3,Buprenorphine,536,F,,,5/4/2023
Santa Clara,2020,Q4,Buprenorphine,534,F,,,5/4/2023
Santa Clara,2021,Q1,Buprenorphine,525,F,,,5/4/2023
Santa Clara,2021,Q2,Buprenorphine,549,F,,,5/4/2023
Santa Clara,2021,Q3,Buprenorphine,553,F,,,5/4/2023
Santa Clara,2021,Q4,Buprenorphine,576,F,,,5/4/2023
Santa Clara,2022,Q1,Buprenorphine,656,F,,,5/4/2023
Santa Clara,2022,Q2,Buprenorphine,684,P,,,5/4/2023
Santa Clara,2022,Q3,Buprenorphine,694,P,,,5/4/2023
Santa Clara,2022,Q4,Buprenorphine,664,P,,,5/4/2023
Santa Cruz,2010,Q1,Buprenorphine,12,F,,,5/4/2023
Santa Cruz,2010,Q2,Buprenorphine,12,F,,,5/4/2023
Santa Cruz,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Cruz,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Cruz,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Cruz,2011,Q2,Buprenorphine,12,F,,,5/4/2023
Santa Cruz,2011,Q3,Buprenorphine,13,F,,,5/4/2023
Santa Cruz,2011,Q4,Buprenorphine,14,F,,,5/4/2023
Santa Cruz,2012,Q1,Buprenorphine,14,F,,,5/4/2023
Santa Cruz,2012,Q2,Buprenorphine,13,F,,,5/4/2023
Santa Cruz,2012,Q3,Buprenorphine,15,F,,,5/4/2023
Santa Cruz,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Cruz,2013,Q1,Buprenorphine,13,F,,,5/4/2023
Santa Cruz,2013,Q2,Buprenorphine,13,F,,,5/4/2023
Santa Cruz,2013,Q3,Buprenorphine,11,F,,,5/4/2023
Santa Cruz,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Santa Cruz,2014,Q1,Buprenorphine,28,F,,,5/4/2023
Santa Cruz,2014,Q2,Buprenorphine,36,F,,,5/4/2023
Santa Cruz,2014,Q3,Buprenorphine,36,F,,,5/4/2023
Santa Cruz,2014,Q4,Buprenorphine,41,F,,,5/4/2023
Santa Cruz,2015,Q1,Buprenorphine,50,F,,,5/4/2023
Santa Cruz,2015,Q2,Buprenorphine,68,F,,,5/4/2023
Santa Cruz,2015,Q3,Buprenorphine,88,F,,,5/4/2023
Santa Cruz,2015,Q4,Buprenorphine,98,F,,,5/4/2023
Santa Cruz,2016,Q1,Buprenorphine,128,F,,,5/4/2023
Santa Cruz,2016,Q2,Buprenorphine,136,F,,,5/4/2023
Santa Cruz,2016,Q3,Buprenorphine,147,F,,,5/4/2023
Santa Cruz,2016,Q4,Buprenorphine,166,F,,,5/4/2023
Santa Cruz,2017,Q1,Buprenorphine,226,F,,,5/4/2023
Santa Cruz,2017,Q2,Buprenorphine,234,F,,,5/4/2023
Santa Cruz,2017,Q3,Buprenorphine,261,F,,,5/4/2023
Santa Cruz,2017,Q4,Buprenorphine,252,F,,,5/4/2023
Santa Cruz,2018,Q1,Buprenorphine,268,F,,,5/4/2023
Santa Cruz,2018,Q2,Buprenorphine,281,F,,,5/4/2023
Santa Cruz,2018,Q3,Buprenorphine,289,F,,,5/4/2023
Santa Cruz,2018,Q4,Buprenorphine,321,F,,,5/4/2023
Santa Cruz,2019,Q1,Buprenorphine,358,F,,,5/4/2023
Santa Cruz,2019,Q2,Buprenorphine,398,F,,,5/4/2023
Santa Cruz,2019,Q3,Buprenorphine,376,F,,,5/4/2023
Santa Cruz,2019,Q4,Buprenorphine,370,F,,,5/4/2023
Santa Cruz,2020,Q1,Buprenorphine,386,F,,,5/4/2023
Santa Cruz,2020,Q2,Buprenorphine,394,F,,,5/4/2023
Santa Cruz,2020,Q3,Buprenorphine,392,F,,,5/4/2023
Santa Cruz,2020,Q4,Buprenorphine,412,F,,,5/4/2023
Santa Cruz,2021,Q1,Buprenorphine,422,F,,,5/4/2023
Santa Cruz,2021,Q2,Buprenorphine,449,F,,,5/4/2023
Santa Cruz,2021,Q3,Buprenorphine,436,F,,,5/4/2023
Santa Cruz,2021,Q4,Buprenorphine,426,F,,,5/4/2023
Santa Cruz,2022,Q1,Buprenorphine,424,F,,,5/4/2023
Santa Cruz,2022,Q2,Buprenorphine,424,P,,,5/4/2023
Santa Cruz,2022,Q3,Buprenorphine,450,P,,,5/4/2023
Santa Cruz,2022,Q4,Buprenorphine,442,P,,,5/4/2023
Shasta,2010,Q1,Buprenorphine,18,F,,,5/4/2023
Shasta,2010,Q2,Buprenorphine,27,F,,,5/4/2023
Shasta,2010,Q3,Buprenorphine,35,F,,,5/4/2023
Shasta,2010,Q4,Buprenorphine,36,F,,,5/4/2023
Shasta,2011,Q1,Buprenorphine,47,F,,,5/4/2023
Shasta,2011,Q2,Buprenorphine,55,F,,,5/4/2023
Shasta,2011,Q3,Buprenorphine,65,F,,,5/4/2023
Shasta,2011,Q4,Buprenorphine,77,F,,,5/4/2023
Shasta,2012,Q1,Buprenorphine,83,F,,,5/4/2023
Shasta,2012,Q2,Buprenorphine,81,F,,,5/4/2023
Shasta,2012,Q3,Buprenorphine,73,F,,,5/4/2023
Shasta,2012,Q4,Buprenorphine,75,F,,,5/4/2023
Shasta,2013,Q1,Buprenorphine,83,F,,,5/4/2023
Shasta,2013,Q2,Buprenorphine,86,F,,,5/4/2023
Shasta,2013,Q3,Buprenorphine,85,F,,,5/4/2023
Shasta,2013,Q4,Buprenorphine,85,F,,,5/4/2023
Shasta,2014,Q1,Buprenorphine,89,F,,,5/4/2023
Shasta,2014,Q2,Buprenorphine,114,F,,,5/4/2023
Shasta,2014,Q3,Buprenorphine,136,F,,,5/4/2023
Shasta,2014,Q4,Buprenorphine,134,F,,,5/4/2023
Shasta,2015,Q1,Buprenorphine,145,F,,,5/4/2023
Shasta,2015,Q2,Buprenorphine,164,F,,,5/4/2023
Shasta,2015,Q3,Buprenorphine,173,F,,,5/4/2023
Shasta,2015,Q4,Buprenorphine,177,F,,,5/4/2023
Shasta,2016,Q1,Buprenorphine,207,F,,,5/4/2023
Shasta,2016,Q2,Buprenorphine,222,F,,,5/4/2023
Shasta,2016,Q3,Buprenorphine,233,F,,,5/4/2023
Shasta,2016,Q4,Buprenorphine,306,F,,,5/4/2023
Shasta,2017,Q1,Buprenorphine,332,F,,,5/4/2023
Shasta,2017,Q2,Buprenorphine,345,F,,,5/4/2023
Shasta,2017,Q3,Buprenorphine,382,F,,,5/4/2023
Shasta,2017,Q4,Buprenorphine,412,F,,,5/4/2023
Shasta,2018,Q1,Buprenorphine,404,F,,,5/4/2023
Shasta,2018,Q2,Buprenorphine,423,F,,,5/4/2023
Shasta,2018,Q3,Buprenorphine,468,F,,,5/4/2023
Shasta,2018,Q4,Buprenorphine,484,F,,,5/4/2023
Shasta,2019,Q1,Buprenorphine,523,F,,,5/4/2023
Shasta,2019,Q2,Buprenorphine,572,F,,,5/4/2023
Shasta,2019,Q3,Buprenorphine,556,F,,,5/4/2023
Shasta,2019,Q4,Buprenorphine,576,F,,,5/4/2023
Shasta,2020,Q1,Buprenorphine,584,F,,,5/4/2023
Shasta,2020,Q2,Buprenorphine,569,F,,,5/4/2023
Shasta,2020,Q3,Buprenorphine,569,F,,,5/4/2023
Shasta,2020,Q4,Buprenorphine,573,F,,,5/4/2023
Shasta,2021,Q1,Buprenorphine,593,F,,,5/4/2023
Shasta,2021,Q2,Buprenorphine,628,F,,,5/4/2023
Shasta,2021,Q3,Buprenorphine,644,F,,,5/4/2023
Shasta,2021,Q4,Buprenorphine,631,F,,,5/4/2023
Shasta,2022,Q1,Buprenorphine,650,F,,,5/4/2023
Shasta,2022,Q2,Buprenorphine,647,P,,,5/4/2023
Shasta,2022,Q3,Buprenorphine,667,P,,,5/4/2023
Shasta,2022,Q4,Buprenorphine,678,P,,,5/4/2023
Siskiyou / Trinity,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2010,Q2,Buprenorphine,0,F,,,5/4/2023
Siskiyou / Trinity,2010,Q3,Buprenorphine,0,F,,,5/4/2023
Siskiyou / Trinity,2010,Q4,Buprenorphine,0,F,,,5/4/2023
Siskiyou / Trinity,2011,Q1,Buprenorphine,0,F,,,5/4/2023
Siskiyou / Trinity,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Siskiyou / Trinity,2014,Q2,Buprenorphine,12,F,,,5/4/2023
Siskiyou / Trinity,2014,Q3,Buprenorphine,16,F,,,5/4/2023
Siskiyou / Trinity,2014,Q4,Buprenorphine,21,F,,,5/4/2023
Siskiyou / Trinity,2015,Q1,Buprenorphine,31,F,,,5/4/2023
Siskiyou / Trinity,2015,Q2,Buprenorphine,36,F,,,5/4/2023
Siskiyou / Trinity,2015,Q3,Buprenorphine,35,F,,,5/4/2023
Siskiyou / Trinity,2015,Q4,Buprenorphine,35,F,,,5/4/2023
Siskiyou / Trinity,2016,Q1,Buprenorphine,36,F,,,5/4/2023
Siskiyou / Trinity,2016,Q2,Buprenorphine,38,F,,,5/4/2023
Siskiyou / Trinity,2016,Q3,Buprenorphine,44,F,,,5/4/2023
Siskiyou / Trinity,2016,Q4,Buprenorphine,61,F,,,5/4/2023
Siskiyou / Trinity,2017,Q1,Buprenorphine,57,F,,,5/4/2023
Siskiyou / Trinity,2017,Q2,Buprenorphine,59,F,,,5/4/2023
Siskiyou / Trinity,2017,Q3,Buprenorphine,68,F,,,5/4/2023
Siskiyou / Trinity,2017,Q4,Buprenorphine,69,F,,,5/4/2023
Siskiyou / Trinity,2018,Q1,Buprenorphine,70,F,,,5/4/2023
Siskiyou / Trinity,2018,Q2,Buprenorphine,76,F,,,5/4/2023
Siskiyou / Trinity,2018,Q3,Buprenorphine,84,F,,,5/4/2023
Siskiyou / Trinity,2018,Q4,Buprenorphine,110,F,,,5/4/2023
Siskiyou / Trinity,2019,Q1,Buprenorphine,115,F,,,5/4/2023
Siskiyou / Trinity,2019,Q2,Buprenorphine,119,F,,,5/4/2023
Siskiyou / Trinity,2019,Q3,Buprenorphine,118,F,,,5/4/2023
Siskiyou / Trinity,2019,Q4,Buprenorphine,123,F,,,5/4/2023
Siskiyou / Trinity,2020,Q1,Buprenorphine,122,F,,,5/4/2023
Siskiyou / Trinity,2020,Q2,Buprenorphine,129,F,,,5/4/2023
Siskiyou / Trinity,2020,Q3,Buprenorphine,131,F,,,5/4/2023
Siskiyou / Trinity,2020,Q4,Buprenorphine,132,F,,,5/4/2023
Siskiyou / Trinity,2021,Q1,Buprenorphine,128,F,,,5/4/2023
Siskiyou / Trinity,2021,Q2,Buprenorphine,136,F,,,5/4/2023
Siskiyou / Trinity,2021,Q3,Buprenorphine,148,F,,,5/4/2023
Siskiyou / Trinity,2021,Q4,Buprenorphine,150,F,,,5/4/2023
Siskiyou / Trinity,2022,Q1,Buprenorphine,139,F,,,5/4/2023
Siskiyou / Trinity,2022,Q2,Buprenorphine,146,P,,,5/4/2023
Siskiyou / Trinity,2022,Q3,Buprenorphine,139,P,,,5/4/2023
Siskiyou / Trinity,2022,Q4,Buprenorphine,145,P,,,5/4/2023
Solano,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Solano,2010,Q2,Buprenorphine,12,F,,,5/4/2023
Solano,2010,Q3,Buprenorphine,21,F,,,5/4/2023
Solano,2010,Q4,Buprenorphine,26,F,,,5/4/2023
Solano,2011,Q1,Buprenorphine,19,F,,,5/4/2023
Solano,2011,Q2,Buprenorphine,18,F,,,5/4/2023
Solano,2011,Q3,Buprenorphine,16,F,,,5/4/2023
Solano,2011,Q4,Buprenorphine,17,F,,,5/4/2023
Solano,2012,Q1,Buprenorphine,18,F,,,5/4/2023
Solano,2012,Q2,Buprenorphine,18,F,,,5/4/2023
Solano,2012,Q3,Buprenorphine,18,F,,,5/4/2023
Solano,2012,Q4,Buprenorphine,20,F,,,5/4/2023
Solano,2013,Q1,Buprenorphine,20,F,,,5/4/2023
Solano,2013,Q2,Buprenorphine,20,F,,,5/4/2023
Solano,2013,Q3,Buprenorphine,23,F,,,5/4/2023
Solano,2013,Q4,Buprenorphine,22,F,,,5/4/2023
Solano,2014,Q1,Buprenorphine,28,F,,,5/4/2023
Solano,2014,Q2,Buprenorphine,37,F,,,5/4/2023
Solano,2014,Q3,Buprenorphine,47,F,,,5/4/2023
Solano,2014,Q4,Buprenorphine,44,F,,,5/4/2023
Solano,2015,Q1,Buprenorphine,42,F,,,5/4/2023
Solano,2015,Q2,Buprenorphine,53,F,,,5/4/2023
Solano,2015,Q3,Buprenorphine,56,F,,,5/4/2023
Solano,2015,Q4,Buprenorphine,59,F,,,5/4/2023
Solano,2016,Q1,Buprenorphine,57,F,,,5/4/2023
Solano,2016,Q2,Buprenorphine,66,F,,,5/4/2023
Solano,2016,Q3,Buprenorphine,73,F,,,5/4/2023
Solano,2016,Q4,Buprenorphine,85,F,,,5/4/2023
Solano,2017,Q1,Buprenorphine,87,F,,,5/4/2023
Solano,2017,Q2,Buprenorphine,105,F,,,5/4/2023
Solano,2017,Q3,Buprenorphine,112,F,,,5/4/2023
Solano,2017,Q4,Buprenorphine,122,F,,,5/4/2023
Solano,2018,Q1,Buprenorphine,131,F,,,5/4/2023
Solano,2018,Q2,Buprenorphine,132,F,,,5/4/2023
Solano,2018,Q3,Buprenorphine,149,F,,,5/4/2023
Solano,2018,Q4,Buprenorphine,148,F,,,5/4/2023
Solano,2019,Q1,Buprenorphine,142,F,,,5/4/2023
Solano,2019,Q2,Buprenorphine,143,F,,,5/4/2023
Solano,2019,Q3,Buprenorphine,169,F,,,5/4/2023
Solano,2019,Q4,Buprenorphine,184,F,,,5/4/2023
Solano,2020,Q1,Buprenorphine,221,F,,,5/4/2023
Solano,2020,Q2,Buprenorphine,235,F,,,5/4/2023
Solano,2020,Q3,Buprenorphine,244,F,,,5/4/2023
Solano,2020,Q4,Buprenorphine,249,F,,,5/4/2023
Solano,2021,Q1,Buprenorphine,249,F,,,5/4/2023
Solano,2021,Q2,Buprenorphine,294,F,,,5/4/2023
Solano,2021,Q3,Buprenorphine,298,F,,,5/4/2023
Solano,2021,Q4,Buprenorphine,307,F,,,5/4/2023
Solano,2022,Q1,Buprenorphine,323,F,,,5/4/2023
Solano,2022,Q2,Buprenorphine,337,P,,,5/4/2023
Solano,2022,Q3,Buprenorphine,341,P,,,5/4/2023
Solano,2022,Q4,Buprenorphine,349,P,,,5/4/2023
Sonoma,2010,Q1,Buprenorphine,27,F,,,5/4/2023
Sonoma,2010,Q2,Buprenorphine,43,F,,,5/4/2023
Sonoma,2010,Q3,Buprenorphine,44,F,,,5/4/2023
Sonoma,2010,Q4,Buprenorphine,43,F,,,5/4/2023
Sonoma,2011,Q1,Buprenorphine,45,F,,,5/4/2023
Sonoma,2011,Q2,Buprenorphine,41,F,,,5/4/2023
Sonoma,2011,Q3,Buprenorphine,45,F,,,5/4/2023
Sonoma,2011,Q4,Buprenorphine,54,F,,,5/4/2023
Sonoma,2012,Q1,Buprenorphine,51,F,,,5/4/2023
Sonoma,2012,Q2,Buprenorphine,55,F,,,5/4/2023
Sonoma,2012,Q3,Buprenorphine,56,F,,,5/4/2023
Sonoma,2012,Q4,Buprenorphine,51,F,,,5/4/2023
Sonoma,2013,Q1,Buprenorphine,56,F,,,5/4/2023
Sonoma,2013,Q2,Buprenorphine,52,F,,,5/4/2023
Sonoma,2013,Q3,Buprenorphine,52,F,,,5/4/2023
Sonoma,2013,Q4,Buprenorphine,53,F,,,5/4/2023
Sonoma,2014,Q1,Buprenorphine,81,F,,,5/4/2023
Sonoma,2014,Q2,Buprenorphine,109,F,,,5/4/2023
Sonoma,2014,Q3,Buprenorphine,128,F,,,5/4/2023
Sonoma,2014,Q4,Buprenorphine,158,F,,,5/4/2023
Sonoma,2015,Q1,Buprenorphine,173,F,,,5/4/2023
Sonoma,2015,Q2,Buprenorphine,203,F,,,5/4/2023
Sonoma,2015,Q3,Buprenorphine,223,F,,,5/4/2023
Sonoma,2015,Q4,Buprenorphine,259,F,,,5/4/2023
Sonoma,2016,Q1,Buprenorphine,272,F,,,5/4/2023
Sonoma,2016,Q2,Buprenorphine,277,F,,,5/4/2023
Sonoma,2016,Q3,Buprenorphine,333,F,,,5/4/2023
Sonoma,2016,Q4,Buprenorphine,339,F,,,5/4/2023
Sonoma,2017,Q1,Buprenorphine,387,F,,,5/4/2023
Sonoma,2017,Q2,Buprenorphine,413,F,,,5/4/2023
Sonoma,2017,Q3,Buprenorphine,422,F,,,5/4/2023
Sonoma,2017,Q4,Buprenorphine,448,F,,,5/4/2023
Sonoma,2018,Q1,Buprenorphine,438,F,,,5/4/2023
Sonoma,2018,Q2,Buprenorphine,478,F,,,5/4/2023
Sonoma,2018,Q3,Buprenorphine,491,F,,,5/4/2023
Sonoma,2018,Q4,Buprenorphine,524,F,,,5/4/2023
Sonoma,2019,Q1,Buprenorphine,566,F,,,5/4/2023
Sonoma,2019,Q2,Buprenorphine,576,F,,,5/4/2023
Sonoma,2019,Q3,Buprenorphine,603,F,,,5/4/2023
Sonoma,2019,Q4,Buprenorphine,587,F,,,5/4/2023
Sonoma,2020,Q1,Buprenorphine,632,F,,,5/4/2023
Sonoma,2020,Q2,Buprenorphine,629,F,,,5/4/2023
Sonoma,2020,Q3,Buprenorphine,647,F,,,5/4/2023
Sonoma,2020,Q4,Buprenorphine,663,F,,,5/4/2023
Sonoma,2021,Q1,Buprenorphine,650,F,,,5/4/2023
Sonoma,2021,Q2,Buprenorphine,694,F,,,5/4/2023
Sonoma,2021,Q3,Buprenorphine,708,F,,,5/4/2023
Sonoma,2021,Q4,Buprenorphine,713,F,,,5/4/2023
Sonoma,2022,Q1,Buprenorphine,732,F,,,5/4/2023
Sonoma,2022,Q2,Buprenorphine,734,P,,,5/4/2023
Sonoma,2022,Q3,Buprenorphine,735,P,,,5/4/2023
Sonoma,2022,Q4,Buprenorphine,722,P,,,5/4/2023
Stanislaus,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023
Stanislaus,2012,Q4,Buprenorphine,11,F,,,5/4/2023
Stanislaus,2013,Q1,Buprenorphine,11,F,,,5/4/2023
Stanislaus,2013,Q2,Buprenorphine,13,F,,,5/4/2023
Stanislaus,2013,Q3,Buprenorphine,15,F,,,5/4/2023
Stanislaus,2013,Q4,Buprenorphine,18,F,,,5/4/2023
Stanislaus,2014,Q1,Buprenorphine,34,F,,,5/4/2023
Stanislaus,2014,Q2,Buprenorphine,46,F,,,5/4/2023
Stanislaus,2014,Q3,Buprenorphine,50,F,,,5/4/2023
Stanislaus,2014,Q4,Buprenorphine,58,F,,,5/4/2023
Stanislaus,2015,Q1,Buprenorphine,76,F,,,5/4/2023
Stanislaus,2015,Q2,Buprenorphine,109,F,,,5/4/2023
Stanislaus,2015,Q3,Buprenorphine,110,F,,,5/4/2023
Stanislaus,2015,Q4,Buprenorphine,127,F,,,5/4/2023
Stanislaus,2016,Q1,Buprenorphine,143,F,,,5/4/2023
Stanislaus,2016,Q2,Buprenorphine,146,F,,,5/4/2023
Stanislaus,2016,Q3,Buprenorphine,147,F,,,5/4/2023
Stanislaus,2016,Q4,Buprenorphine,231,F,,,5/4/2023
Stanislaus,2017,Q1,Buprenorphine,215,F,,,5/4/2023
Stanislaus,2017,Q2,Buprenorphine,202,F,,,5/4/2023
Stanislaus,2017,Q3,Buprenorphine,198,F,,,5/4/2023
Stanislaus,2017,Q4,Buprenorphine,200,F,,,5/4/2023
Stanislaus,2018,Q1,Buprenorphine,239,F,,,5/4/2023
Stanislaus,2018,Q2,Buprenorphine,274,F,,,5/4/2023
Stanislaus,2018,Q3,Buprenorphine,277,F,,,5/4/2023
Stanislaus,2018,Q4,Buprenorphine,287,F,,,5/4/2023
Stanislaus,2019,Q1,Buprenorphine,294,F,,,5/4/2023
Stanislaus,2019,Q2,Buprenorphine,295,F,,,5/4/2023
Stanislaus,2019,Q3,Buprenorphine,303,F,,,5/4/2023
Stanislaus,2019,Q4,Buprenorphine,295,F,,,5/4/2023
Stanislaus,2020,Q1,Buprenorphine,354,F,,,5/4/2023
Stanislaus,2020,Q2,Buprenorphine,351,F,,,5/4/2023
Stanislaus,2020,Q3,Buprenorphine,347,F,,,5/4/2023
Stanislaus,2020,Q4,Buprenorphine,338,F,,,5/4/2023
Stanislaus,2021,Q1,Buprenorphine,340,F,,,5/4/2023
Stanislaus,2021,Q2,Buprenorphine,377,F,,,5/4/2023
Stanislaus,2021,Q3,Buprenorphine,390,F,,,5/4/2023
Stanislaus,2021,Q4,Buprenorphine,396,F,,,5/4/2023
Stanislaus,2022,Q1,Buprenorphine,432,F,,,5/4/2023
Stanislaus,2022,Q2,Buprenorphine,454,P,,,5/4/2023
Stanislaus,2022,Q3,Buprenorphine,431,P,,,5/4/2023
Stanislaus,2022,Q4,Buprenorphine,434,P,,,5/4/2023
Statewide,2010,Q1,Buprenorphine,649,F,,,5/4/2023
Statewide,2010,Q2,Buprenorphine,746,F,,,5/4/2023
Statewide,2010,Q3,Buprenorphine,787,F,,,5/4/2023
Statewide,2010,Q4,Buprenorphine,820,F,,,5/4/2023
Statewide,2011,Q1,Buprenorphine,896,F,,,5/4/2023
Statewide,2011,Q2,Buprenorphine,964,F,,,5/4/2023
Statewide,2011,Q3,Buprenorphine,1057,F,,,5/4/2023
Statewide,2011,Q4,Buprenorphine,1079,F,,,5/4/2023
Statewide,2012,Q1,Buprenorphine,1153,F,,,5/4/2023
Statewide,2012,Q2,Buprenorphine,1203,F,,,5/4/2023
Statewide,2012,Q3,Buprenorphine,1256,F,,,5/4/2023
Statewide,2012,Q4,Buprenorphine,1271,F,,,5/4/2023
Statewide,2013,Q1,Buprenorphine,1286,F,,,5/4/2023
Statewide,2013,Q2,Buprenorphine,1359,F,,,5/4/2023
Statewide,2013,Q3,Buprenorphine,1331,F,,,5/4/2023
Statewide,2013,Q4,Buprenorphine,1326,F,,,5/4/2023
Statewide,2014,Q1,Buprenorphine,2111,F,,,5/4/2023
Statewide,2014,Q2,Buprenorphine,2674,F,,,5/4/2023
Statewide,2014,Q3,Buprenorphine,3120,F,,,5/4/2023
Statewide,2014,Q4,Buprenorphine,3553,F,,,5/4/2023
Statewide,2015,Q1,Buprenorphine,4346,F,,,5/4/2023
Statewide,2015,Q2,Buprenorphine,5446,F,,,5/4/2023
Statewide,2015,Q3,Buprenorphine,6411,F,,,5/4/2023
Statewide,2015,Q4,Buprenorphine,6891,F,,,5/4/2023
Statewide,2016,Q1,Buprenorphine,7521,F,,,5/4/2023
Statewide,2016,Q2,Buprenorphine,8352,F,,,5/4/2023
